id,number,gender,nation,academy,profession,class,结项级别,结项等级,奖项或成果名称,组办单位,获奖类型,获奖时间
166,201721070078,男,汉族,财政税务学院,税收学,税务1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
167,201721090283,女,汉族,统计与数学学院,经济统计学,经统1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-03
168,1604060232,女,汉族,法学院,法学,民商1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-26
169,1608030433,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1604,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-20
170,201721040601,女,汉族,刑事司法学院,法学（司）,司法1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
171,1606030151,女,汉族,工商管理学院,管理科学,管科1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-06
172,1623020212,女,汉族,中韩新媒体学院,电影学（影像）,影像1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-28
173,201721080277,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
174,201721060602,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-07
175,1608010122,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,国家级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-10-08
176,1602040235,女,汉族,经济学院,国际商务,国商1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
177,1609100114,女,汉族,统计与数学学院,经济统计学,经统1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-09
178,201721030235,男,汉族,金融学院,金融学,金融1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
179,1607030303,女,汉族,财政税务学院,税收学,税务1603,校级结项,第一,大学生创新创业训练计划-创新训练项目,教育部,团体,2019-06-13
180,201721070008,女,汉族,财政税务学院,财政学,财政1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-05-07
181,1604000447,女,汉族,法学院,法学,法1604,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
182,201721090246,男,汉族,统计与数学学院,经济统计学,经统1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-02
183,1603140136,女,汉族,金融学院,工程造价,造价1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-20
184,1606050103,女,汉族,工商管理学院,市场营销,市营1601,校级结项,第三及以后,大学生创新创业训练计划-创新训练项目,教育部,团体,2018-12-30
185,1607030240,女,汉族,财政税务学院,税收学,税务1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
186,201721090119,男,汉族,统计与数学学院,金融数学,金数1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-10
187,201821130111,女,汉族,信息与安全工程学院,计算机类,信息1805,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-04-09
188,201721030401,女,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-30
189,1604000908,男,汉族,法学院,法学,法1609,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-10-25
190,201821030306,男,土家族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-03-24
191,201721030163,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
192,1609110120,女,汉族,统计与数学学院,应用统计学,应统1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
193,1601040117,女,汉族,哲学院,社会学,社会1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
194,1603030128,女,汉族,金融学院,工程管理,工程1601,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-08
195,201721030214,男,汉族,金融学院,投资学,投资1702,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
196,201721030145,女,汉族,金融学院,房地产开发与管理,房产1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-25
197,201721130132,男,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
198,1606040239,女,汉族,工商管理学院,工商管理,工商1602,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
199,201721080175,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1702,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-10
200,201821320074,女,汉族,文澜学院,经济管理试验班,经管1802,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
201,1602010441,男,汉族,经济学院,经济学,经济1604,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
202,201721020246,女,汉族,经济学院,经济学,经济1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-08
203,1604000240,女,蒙古族,法学院,法学（中美）,国法1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-12
204,1607030313,女,汉族,财政税务学院,税收学,税务1603,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-09-09
205,201721320012,女,汉族,文澜学院,经济管理试验班,经管1702,院级结项,第二,文澜学院-博文杯科研项目,文澜学院,团体,2019-05-17
206,1608010102,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-06
207,201721090159,女,汉族,统计与数学学院,统计学,统计1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
208,201721100057,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-05-05
209,201721030335,男,汉族,金融学院,投资学,投资1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
210,201721060261,女,汉族,工商管理学院,人力资源管理,人力1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
211,201721040032,女,蒙古族,法学院,法学,法1701,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-07
212,201721020204,男,汉族,经济学院,国际商务,国商1701,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
213,201821100134,女,汉族,经济学院,国际商务（中法）,国商1803,院级结项,第三及以后,经济学院-“学蕴杯”本科生科研项目,经济学院,团体,2019-03-09
214,201721070045,女,汉族,财政税务学院,税收学,税务1703,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-12-21
215,1602010342,女,汉族,经济学院,经济学,经济1603,院级结项,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-25
216,1609120130,女,汉族,统计与数学学院,金融数学,金数1601,校级结项,第二,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-11-01
217,1632010111,女,汉族,文澜学院,经济管理试验班,经管1601,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2017-09-01
218,1604000215,女,汉族,法学院,法学,法1602,校级结项,第三及以后,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2018-06-06
219,201721060433,男,汉族,金融学院,金融学（中美）,国金1701,校级结项,第一,“博文杯”大学生百项实证创新基金项目,中南财经政法大学科研部,团体,2019-05-01
