id,number,gender,nation,academy,profession,class,volunteer_level,award_level,award_name,organization,award_type,award_date
177,201821090292,女,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-21
178,201821110114,女,汉族,外国语学院,外国语言文学类,英语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-09
179,201821060156,男,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-23
180,201821030328,女,汉族,金融学院,金融学类,金融1805,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
181,201821060147,女,汉族,经济学院,经济学,经济1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-09
182,201821100060,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-05
183,201721060013,女,汉族,工商管理学院,农林经济管理,农经1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-20
184,201821020057,男,汉族,经济学院,国际商务,国商1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-11-30
185,201821030385,女,汉族,金融学院,管理科学与工程类,管工1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-02
186,201721060489,女,汉族,工商管理学院,电子商务（管理）,商务1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-03
187,201821040041,女,汉族,法学院,法学类,法1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-31
188,201821320046,女,汉族,文澜学院,经济管理试验班,经管1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-02
189,1606060135,女,汉族,工商管理学院,人力资源管理,人力1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
190,201821060275,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-25
191,1611000328,女,汉族,外国语学院,英语,英语1603,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-10-28
192,201821030202,男,汉族,金融学院,金融学类,金融1806,院级表彰,志愿服务优秀团队,志愿服务“优秀团队”,各学院,团体,2019-04-01
193,201821140116,女,汉族,哲学院,社会学,社会1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-20
194,201828060337,女,汉族,工商管理学院,工商管理类,工商1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-19
195,1602010319,女,汉族,经济学院,经济学,经济1603,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2019-05-04
196,201821040023,女,壮族,法学院,法学类,法1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-29
197,201721030042,女,汉族,金融学院,金融学,金融1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2018-05-04
198,201821100137,女,汉族,法学院,法学（中美）,国法1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-09
199,201821120108,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1802,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2018-11-06
200,201821130173,女,汉族,信息与安全工程学院,计算机类,信息1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-03
201,201721040361,女,汉族,法学院,法学,民商1702,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-06
202,201721060209,女,壮族,工商管理学院,国际经济与贸易,国贸1702,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2018-05-04
203,201721040384,女,汉族,法学院,法学,法1705,院级表彰,其他（参加活动但未获奖）,“四进社区”志愿服务活动,各学院,团体,2018-12-24
204,201721050028,男,汉族,刑事司法学院,治安学,治安1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-11
205,201821110117,女,汉族,外国语学院,俄语,俄语1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-10
206,201821130177,男,汉族,信息与安全工程学院,计算机类,信息1802,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-25
207,201821040030,女,侗族,法学院,法学类,法1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-31
208,201721070169,女,维吾尔族,财政税务学院,财政学,财政1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-25
209,201821050202,男,汉族,刑事司法学院,公安学类,公安1802,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-08
210,201821040335,女,汉族,法学院,法学类,法1815,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,团体,2018-11-30
211,1606060115,女,汉族,工商管理学院,人力资源管理,人力1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-27
212,201721060548,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-25
213,201821060177,女,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-26
214,201821090254,女,汉族,统计与数学学院,经济统计学,经统1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-09-01
215,201821030256,女,汉族,金融学院,金融学类,金融1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-31
216,201821060156,男,汉族,工商管理学院,工商管理类,工商1809,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
217,1606100119,男,汉族,工商管理学院,物流管理,物管1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-28
218,1606100119,男,汉族,工商管理学院,物流管理,物管1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-01
219,201821130014,女,土家族,信息与安全工程学院,计算机类,信息1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-02
220,201821060431,女,汉族,工商管理学院,工商管理类,工商1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-22
221,201721100084,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-21
222,201821090075,女,汉族,统计与数学学院,统计学类,统计1803,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-11
223,201821060351,女,汉族,工商管理学院,工商管理类,工商1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-15
224,1604000636,女,汉族,法学院,法学,法1606,校级表彰,志愿服务先进个人,志愿服务“先进个人” ,共青团中南财经政法大学委员会,个体,2019-05-04
225,201821040039,女,汉族,法学院,法学类,法1808,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,团体,2019-05-04
226,201721030101,男,汉族,金融学院,金融工程,金工1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-03
227,201821040484,女,汉族,法学院,法学类,法1807,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-10
228,1604060123,女,汉族,法学院,法学,民商1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-25
229,1610080143,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-22
230,1605020102,女,汉族,刑事司法学院,治安学,治安1601,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-12
231,1604080122,女,汉族,法学院,法学,法制1601,院级表彰,志愿服务优秀团队,“四进社区”志愿服务活动,各学院,个体,2019-04-01
232,201821060377,女,汉族,工商管理学院,工商管理类,工商1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-05-11
233,201721130077,男,汉族,信息与安全工程学院,安全工程,安全1701,院级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,各学院,个体,2019-05-08
234,201721030201,女,汉族,金融学院,金融工程,金工1701,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-08
235,1607010237,女,纳西族,财政税务学院,财政学,财政1602,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-05
236,201821100181,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
237,201821130247,女,汉族,信息与安全工程学院,安全工程,安全1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-24
238,201821040746,女,土家族,法学院,法学类,法1804,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-01-06
239,201821130182,女,汉族,信息与安全工程学院,计算机类,信息1801,院级表彰,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-25
240,1606090154,女,汉族,工商管理学院,电子商务（管理）,商务1601,校级表彰,志愿服务先进个人,志愿服务“先进个人” - 优秀志愿者,共青团中南财经政法大学委员会,个体,2018-12-05
