id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,is_principal,award_date
157,1604080225,女,苗族,法学院,法学,法制1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2018-12-21
158,201721020025,女,汉族,经济学院,国际商务,国商1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-05-08
159,201721030092,女,汉族,金融学院,工程造价,造价1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,是,2019-05-16
160,201821060121,男,汉族,工商管理学院,工商管理类,工商1807,国家级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-06-06
161,201721060282,女,汉族,工商管理学院,国际经济与贸易,国贸1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-10
162,201721100041,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-09
163,201821080329,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-07-31
164,1606010227,女,汉族,工商管理学院,国际经济与贸易,国贸1602,院级竞赛,二等奖,“工商学苑杯”经济管理学论坛论文评比,工商管理学院,团体,暂无数据,2018-12-01
165,1604060146,男,汉族,法学院,法学,民商1601,校级竞赛,三等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-05
166,1609020120,男,汉族,统计与数学学院,统计学,统计1601,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-30
167,1607030213,女,汉族,财政税务学院,税收学,税务1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-04-06
168,1602040207,女,汉族,经济学院,国际商务,国商1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
169,1603090156,女,汉族,金融学院,金融工程,金工1601,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-07-31
170,1603010235,女,土家族,金融学院,金融学,金融1602,国家级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2019-03-09
171,201821030334,男,汉族,金融学院,金融学类,金融1801,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
172,201721020122,女,汉族,经济学院,经济学,经济1703,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-05
173,201721250146,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1703,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-07-02
174,201821250064,女,汉族,中韩新媒体学院,电影学（影像）,影像1802,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-31
175,1603010244,女,汉族,金融学院,金融学,金融1602,国家级竞赛,一等奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-05
176,201721030401,女,汉族,金融学院,投资学,投资1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-31
177,201821320034,男,汉族,文澜学院,经济管理试验班,经管1801,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-09-08
178,1602010130,女,汉族,统计与数学学院,经济统计学,经统1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
179,1606070130,女,汉族,工商管理学院,市场营销,市营1602,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-08-01
180,201721030201,女,汉族,金融学院,金融工程,金工1701,国家级竞赛,二等奖,全国财经院校创新创业大赛,全国财经院校创新创业联盟,团体,否,2018-09-26
181,201721250292,女,汉族,中韩新媒体学院,电影学（影像）,影像1703,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-07
182,201821320052,女,汉族,文澜学院,经济管理试验班,经管1801,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-30
183,1604000218,女,汉族,法学院,法学,法1602,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2018-12-05
184,201721020033,女,汉族,经济学院,国际商务,国商1701,省级竞赛,三等奖,"""挑战杯""全国大学生课外学术科技作品竞赛",共青团中央,团体,暂无数据,2019-05-25
185,1606020116,女,汉族,工商管理学院,贸易经济,贸经1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-10
186,201729080368,女,维吾尔族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-06-06
187,201721030361,男,汉族,金融学院,保险学（精算）,保精1701,校级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,暂无数据,2019-06-06
188,201721030361,男,汉族,金融学院,保险学（精算）,保精1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-07-07
189,1604000815,女,汉族,法学院,法学,法1608,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,否,2019-05-28
190,1610010134,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级竞赛,一等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-11-16
191,1603080225,女,汉族,金融学院,投资学,投资1602,省级竞赛,三等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,团体,暂无数据,2019-02-01
192,201721100265,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部（明理杯）,团体,否,2019-08-02
193,201821090104,女,汉族,统计与数学学院,经济统计学,经统1801,校级竞赛,优秀奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-06-07
194,1608010101,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1601,省级竞赛,三等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,团体,暂无数据,2019-02-01
195,1606040119,女,汉族,工商管理学院,工商管理,工商1601,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2018-10-30
196,1605060137,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1601,院级竞赛,一等奖,“明日之星“本科生学术论坛,会计学院,团体,暂无数据,2018-11-29
197,1602040235,女,汉族,经济学院,国际商务,国商1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
198,1602040136,女,汉族,经济学院,国际商务,国商1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
199,201721050120,女,汉族,刑事司法学院,侦查学,职侦1701,省级竞赛,二等奖,湖北省普通高等学校国防教育科研论文评选,湖北省普通高等学校国防教育协会,团体,暂无数据,2019-03-29
200,201721020054,女,汉族,经济学院,国际商务,国商1701,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
201,201721110063,女,汉族,外国语学院,商务英语,商英1703,校级竞赛,优秀奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-09-29
202,1609100147,女,汉族,统计与数学学院,经济统计学,经统1601,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
203,1607010221,女,汉族,财政税务学院,财政学,财政1602,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
204,201721050043,男,汉族,刑事司法学院,侦查学,职侦1701,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
205,201821060273,女,汉族,工商管理学院,工商管理类,工商1807,院级竞赛,优秀奖,其他（见附件）,其他（见附件）,团体,暂无数据,2019-05-10
206,201821090108,女,汉族,统计与数学学院,统计学类,统计1801,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,暂无数据,2019-04-11
207,1606050103,女,汉族,工商管理学院,市场营销,市营1601,国家级竞赛,优秀奖,大学生创新创业训练计划-创新项目,教育部,团体,暂无数据,2018-12-30
208,201721040197,女,汉族,文澜学院,经济管理试验班,经管1702,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
209,1610030153,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2018-09-26
210,201721060631,男,汉族,工商管理学院,管理科学,管科1701,校级竞赛,三等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,是,2019-09-05
211,1606010128,女,汉族,金融学院,金融学,金融1601,校级竞赛,二等奖,暂无数据,共青团中央,团体,暂无数据,2019-04-27
212,1603030154,女,汉族,金融学院,工程管理,工程1601,省级竞赛,一等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2018-09-01
213,1606040114,女,汉族,金融学院,投资学,投资1602,省级竞赛,一等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,团体,暂无数据,2018-12-08
214,201721130280,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,省级竞赛,二等奖,中国“互联网+”大学生创新创业大赛,教育部,团体,否,2019-07-31
215,1607030225,女,汉族,财政税务学院,税收学,税务1602,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-06
216,201721030143,女,苗族,金融学院,房地产开发与管理,房产1701,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-01
217,1611000134,男,汉族,外国语学院,英语,英语1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2018-12-21
218,201721110269,女,汉族,外国语学院,日语,日语1701,院级竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,暂无数据,2019-04-08
219,1602010142,女,壮族,经济学院,经济学,经济1601,校级竞赛,二等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-12
220,201721110095,女,汉族,外国语学院,英语,英语1704,校级竞赛,三等奖,“博文杯”大学生百项实证创新基金优秀项目,中南财经政法大学,团体,暂无数据,2019-05-08
221,201721120156,女,汉族,新闻与文化传播学院,汉语言文学,中文1701,省级竞赛,二等奖,湖北省大学生经济学术研讨会暨论文征集大赛,共青团湖北省委、湖北省学生联合会,团体,暂无数据,2019-03-01
