序号,学号,学院,专业,班级,加权平均成绩,算术平均成绩,能力评价总分,基本素质总分,综合评价总分,加权平均成绩年级专业排名,科研创新总分排名,专业技能总分排名,文体特长总分排名,团学工作总分排名,社会实践总分排名,必修课程门数,必修课程及格门数,体测成绩
191,201821140043,哲学院,哲学,哲学1801,87.77,86.89,0.00,94,62.37/35,15/35,1/35,7/35,11/35,11/35,2/35,19,19,合格
192,201821140057,哲学院,哲学,哲学1801,87.00,87.14,0.88,95,62.36/35,18/35,1/35,6/35,5/35,8/35,2/35,21,21,合格
193,201821140112,哲学院,哲学,哲学1801,87.21,87.10,0.00,94,62.07/35,17/35,1/35,7/35,11/35,11/35,2/35,21,21,合格
194,201821140052,哲学院,哲学,哲学1801,86.07,86.57,0.35,96,61.84/35,23/35,1/35,7/35,10/35,8/35,2/35,21,21,合格
195,201821140028,哲学院,哲学,哲学1801,86.64,86.71,0.00,94,61.75/35,21/35,1/35,7/35,11/35,11/35,2/35,21,21,合格
196,201821140044,哲学院,哲学,哲学1801,85.89,86.00,0.50,95,61.64/35,25/35,1/35,7/35,11/35,5/35,2/35,21,21,合格
197,201821140051,哲学院,哲学,哲学1801,85.58,85.57,1.05,94,61.48/35,28/35,1/35,7/35,2/35,11/35,2/35,21,21,合格
198,201821140087,哲学院,哲学,哲学1801,85.66,86.30,0.00,94,61.21/35,27/35,1/35,7/35,11/35,11/35,2/35,20,20,合格
199,201821140082,哲学院,哲学,哲学1801,85.38,86.10,0.00,94,61.06/35,29/35,1/35,7/35,11/35,11/35,2/35,20,20,合格
200,201821140106,哲学院,哲学,哲学1801,84.27,84.32,0.38,93,60.41/35,32/35,1/35,7/35,6/35,11/35,2/35,22,22,合格
201,201821140077,哲学院,哲学,哲学1801,81.05,80.79,0.00,92,58.38/35,34/35,1/35,7/35,11/35,11/35,2/35,19,18,不合格
202,201821140093,哲学院,哲学,哲学1801,86.89,87.32,0,0,47.79/35,19/35,1/35,7/35,11/35,11/35,2/35,22,22,合格
203,201821140053,哲学院,哲学,哲学1801,86.83,86.90,0,0,47.76/35,20/35,1/35,7/35,11/35,11/35,2/35,20,20,合格
204,201821140060,哲学院,哲学,哲学1801,86.21,86.90,0,0,47.42/35,22/35,1/35,7/35,11/35,11/35,2/35,21,21,合格
205,201821140047,哲学院,哲学,哲学1801,86.01,86.00,0,0,47.31/35,24/35,1/35,7/35,11/35,11/35,2/35,20,20,合格
206,201821140105,哲学院,哲学,哲学1801,85.69,85.60,0,0,47.13/35,26/35,1/35,7/35,11/35,11/35,2/35,20,20,合格
207,201821140101,哲学院,哲学,哲学1801,85.27,85.05,0,0,46.90/35,30/35,1/35,7/35,11/35,11/35,2/35,20,20,合格
208,201821140009,哲学院,哲学,哲学1801,85.17,84.95,0,0,46.84/35,31/35,1/35,7/35,11/35,11/35,2/35,19,19,合格
209,201821140006,哲学院,哲学,哲学1801,84.12,83.81,0,0,46.27/35,33/35,1/35,7/35,11/35,11/35,2/35,21,21,合格
210,201821140091,哲学院,哲学,哲学1801,75.48,77.14,0,0,41.51/35,35/35,1/35,7/35,11/35,11/35,2/35,22,20,合格
211,201821140038,哲学院,国际政治,国政1801,90.76,90.70,4.50,98,65.97/33,1/33,2/33,5/33,1/33,12/33,2/33,23,23,合格
212,201821140084,哲学院,国际政治,国政1801,90.23,90.18,6.62,95,65.86/33,4/33,2/33,1/33,9/33,1/33,1/33,22,22,合格
213,201821140017,哲学院,国际政治,国政1801,88.78,88.32,4.62,98,64.92/33,10/33,2/33,5/33,2/33,5/33,2/33,22,22,合格
214,201821140032,哲学院,国际政治,国政1801,90.65,90.78,2.18,96,64.91/33,2/33,2/33,2/33,3/33,11/33,2/33,23,23,合格
215,201821140029,哲学院,国际政治,国政1801,90.23,90.00,2.50,96,64.78/33,4/33,2/33,5/33,5/33,1/33,2/33,23,23,合格
216,201821140089,哲学院,国际政治,国政1801,90.58,90.30,0.00,97,64.37/33,3/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
217,201821140036,哲学院,国际政治,国政1801,89.73,89.65,1.62,96,64.24/33,6/33,2/33,3/33,6/33,10/33,2/33,23,23,合格
218,201821140109,哲学院,国际政治,国政1801,88.76,88.83,0.75,98,63.74/33,11/33,2/33,3/33,7/33,12/33,2/33,23,23,合格
219,201821140037,哲学院,国际政治,国政1801,89.35,89.26,0.00,97,63.69/33,7/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
220,201821140073,哲学院,国际政治,国政1801,89.12,89.19,0.38,96,63.53/33,8/33,2/33,5/33,9/33,12/33,2/33,21,21,合格
221,201821140063,哲学院,国际政治,国政1801,88.40,88.61,1.00,97,63.47/33,14/33,2/33,5/33,13/33,1/33,2/33,23,23,合格
222,201821140015,哲学院,国际政治,国政1801,88.66,88.48,0.90,96,63.43/33,12/33,2/33,5/33,13/33,4/33,2/33,23,23,合格
223,201821140081,哲学院,国际政治,国政1801,89.03,88.96,0.00,96,63.37/33,9/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
224,201821140030,哲学院,国际政治,国政1801,88.54,88.18,0.00,96,63.10/33,13/33,2/33,5/33,13/33,12/33,2/33,22,22,合格
225,201821140026,哲学院,国际政治,国政1801,87.03,87.83,1.33,97,62.82/33,17/33,2/33,5/33,8/33,5/33,2/33,23,23,合格
226,201821140099,哲学院,国际政治,国政1801,87.66,88.09,0.00,96,62.61/33,15/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
227,201821140064,哲学院,国际政治,国政1801,87.25,87.91,0.70,95,62.45/33,16/33,2/33,5/33,13/33,7/33,2/33,23,23,合格
228,201821140070,哲学院,国际政治,国政1801,86.76,87.18,0.55,95,62.13/33,18/33,2/33,5/33,11/33,9/33,2/33,22,22,合格
229,201821140035,哲学院,国际政治,国政1801,85.90,85.59,0.00,96,61.64/33,20/33,2/33,5/33,13/33,12/33,2/33,22,22,合格
230,201821140003,哲学院,国际政治,国政1801,84.99,86.00,0.50,97,61.44/33,22/33,2/33,5/33,13/33,8/33,2/33,23,23,合格
231,201821140012,哲学院,国际政治,国政1801,85.96,86.43,0.00,94,61.38/33,19/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
232,201821140002,哲学院,国际政治,国政1801,84.81,85.74,0.00,96,61.05/33,23/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
233,201821140078,哲学院,国际政治,国政1801,85.03,85.74,0.08,95,61.04/33,21/33,2/33,5/33,12/33,12/33,2/33,23,23,合格
234,201821140110,哲学院,国际政治,国政1801,84.15,84.73,0.00,96,60.68/33,25/33,2/33,5/33,13/33,12/33,2/33,22,22,合格
235,201821140107,哲学院,国际政治,国政1801,84.19,84.96,0.00,95,60.55/33,24/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
236,201821140039,哲学院,国际政治,国政1801,83.42,83.43,0.00,96,60.28/33,27/33,2/33,5/33,13/33,12/33,2/33,23,22,合格
237,201821140092,哲学院,国际政治,国政1801,82.83,83.91,1.65,94,60.15/33,29/33,2/33,5/33,3/33,12/33,2/33,22,22,合格
238,201821140034,哲学院,国际政治,国政1801,83.61,83.24,0.00,93,59.94/33,26/33,2/33,5/33,13/33,12/33,2/33,21,21,合格
239,201821140013,哲学院,国际政治,国政1801,83.11,83.19,0.18,93,59.71/33,28/33,1/33,5/33,13/33,12/33,2/33,21,21,合格
240,201821140094,哲学院,国际政治,国政1801,81.53,82.43,0.00,96,59.24/33,31/33,2/33,5/33,13/33,12/33,2/33,23,23,合格
241,201821140068,哲学院,国际政治,国政1801,82.00,78.48,0,0,45.10/33,30/33,2/33,5/33,13/33,12/33,2/33,24,21,合格
242,201821140114,哲学院,国际政治,国政1801,80.32,81.73,0,0,44.18/33,32/33,2/33,5/33,13/33,12/33,2/33,22,22,合格
243,201820260007,哲学院,国际政治,国政1801,80.05,77.27,0,0,44.03/33,33/33,2/33,5/33,13/33,12/33,2/33,15,14,合格
244,201821140080,哲学院,社会学,社会1801,88.87,88.76,3.50,100,64.93/30,4/30,1/30,5/30,8/30,17/30,2/30,21,21,合格
245,201821140019,哲学院,社会学,社会1801,90.08,90.68,0.92,99,64.67/30,1/30,5/30,4/30,3/30,13/30,2/30,22,22,合格
246,201821140005,哲学院,社会学,社会1801,88.97,89.36,1.58,100,64.41/30,3/30,5/30,5/30,4/30,3/30,2/30,22,22,合格
247,201821140096,哲学院,社会学,社会1801,89.52,89.68,0.38,100,64.35/30,2/30,5/30,5/30,4/30,17/30,2/30,22,22,合格
248,201821140050,哲学院,社会学,社会1801,88.67,88.48,1.95,100,64.35/30,5/30,5/30,5/30,2/30,2/30,2/30,21,21,合格
249,201821140118,哲学院,社会学,社会1801,88.26,88.50,1.50,100,63.99/30,6/30,5/30,5/30,8/30,1/30,2/30,22,22,合格
250,201821140014,哲学院,社会学,社会1801,86.53,87.09,3.65,100,63.69/30,12/30,2/30,1/30,7/30,4/30,2/30,22,22,合格
251,201821140116,哲学院,社会学,社会1801,87.91,88.05,0.95,100,63.64/30,7/30,5/30,1/30,8/30,8/30,2/30,22,22,合格
252,201821140113,哲学院,社会学,社会1801,86.98,87.77,2.00,100,63.44/30,9/30,3/30,5/30,8/30,6/30,2/30,22,22,合格
253,201821140111,哲学院,社会学,社会1801,87.46,87.67,0.20,99,63.01/30,8/30,5/30,5/30,8/30,8/30,2/30,21,21,合格
254,201821140046,哲学院,社会学,社会1801,86.85,88.14,0.65,100,62.96/30,10/30,5/30,3/30,8/30,8/30,2/30,22,22,合格
255,201821140011,哲学院,社会学,社会1801,86.82,87.32,0.05,100,62.77/30,11/30,5/30,5/30,8/30,14/30,2/30,22,22,合格
256,201821140069,哲学院,社会学,社会1801,85.63,86.05,2.70,99,62.76/30,18/30,5/30,5/30,8/30,8/30,1/30,22,22,合格
257,201821140121,哲学院,社会学,社会1801,86.14,86.18,0.55,100,62.54/30,15/30,5/30,5/30,8/30,7/30,2/30,22,21,合格
258,201821140067,哲学院,社会学,社会1801,86.39,87.43,0.05,100,62.53/30,13/30,5/30,5/30,8/30,14/30,2/30,21,21,合格
259,201821140054,哲学院,社会学,社会1801,85.59,86.32,1.00,100,62.37/30,19/30,5/30,5/30,8/30,4/30,2/30,22,22,合格
260,201821140098,哲学院,社会学,社会1801,86.07,86.71,0.00,100,62.34/30,17/30,5/30,5/30,8/30,17/30,2/30,21,21,合格
261,201821140048,哲学院,社会学,社会1801,86.19,87.15,0.00,99,62.25/30,14/30,5/30,5/30,8/30,17/30,2/30,20,20,合格
262,201821140122,哲学院,社会学,社会1801,86.14,86.86,0.00,99,62.23/30,15/30,5/30,5/30,8/30,17/30,2/30,22,22,合格
263,201821140049,哲学院,社会学,社会1801,85.30,85.73,0.05,99,61.78/30,20/30,5/30,5/30,8/30,14/30,2/30,22,22,合格
264,201821140086,哲学院,社会学,社会1801,84.37,85.19,0.52,100,61.56/30,22/30,5/30,5/30,4/30,12/30,2/30,21,21,合格
265,201821140100,哲学院,社会学,社会1801,84.20,85.00,0.00,99,61.16/30,23/30,5/30,5/30,8/30,17/30,2/30,21,21,合格
266,201821140083,哲学院,社会学,社会1801,83.00,84.00,1.05,99,60.82/30,25/30,3/30,5/30,8/30,17/30,2/30,22,22,合格
267,201821140074,哲学院,社会学,社会1801,83.02,84.05,0.00,100,60.66/30,24/30,5/30,5/30,8/30,17/30,2/30,19,19,合格
268,201821140056,哲学院,社会学,社会1801,82.07,84.35,0.00,100,60.14/30,26/30,5/30,5/30,8/30,17/30,2/30,20,20,合格
269,201821140095,哲学院,社会学,社会1801,81.59,82.55,0.00,100,59.87/30,27/30,5/30,5/30,8/30,17/30,2/30,22,22,合格
270,201821140062,哲学院,社会学,社会1801,79.35,81.23,1.80,100,59.18/30,28/30,5/30,5/30,1/30,17/30,2/30,22,21,合格
271,201821140059,哲学院,社会学,社会1801,77.09,78.75,0.00,98,57.10/30,29/30,5/30,5/30,8/30,17/30,2/30,20,18,不合格
272,201821140045,哲学院,社会学,社会1801,84.74,84.23,0,0,46.61/30,21/30,5/30,5/30,8/30,17/30,2/30,22,22,合格
273,201821140020,哲学院,社会学,社会1801,74.90,76.65,0,0,41.20/30,30/30,5/30,5/30,8/30,17/30,2/30,20,18,合格
274,1602010311,经济学院,经济学,经济1603,93.41,94.00,12.65,100,70.17/220,4/220,1/220,38/220,25/220,7/220,22/220,14,14,合格
275,1602010332,经济学院,经济学,经济1603,95.15,94.75,8.95,100,70.02/220,1/220,21/220,1/220,25/220,34/220,22/220,16,16,合格
276,1602010145,经济学院,经济学,经济1601,92.89,92.87,11.25,100,69.46/220,6/220,2/220,39/220,25/220,34/220,22/220,15,15,合格
277,1602010425,经济学院,经济学,经济1604,92.00,92.43,11.92,100,69.18/220,13/220,11/220,2/220,25/220,13/220,4/220,14,14,合格
278,1602010245,经济学院,经济学,经济1602,94.11,94.33,4.30,100,68.05/220,3/220,11/220,80/220,25/220,13/220,22/220,15,15,合格
279,1602010142,经济学院,经济学,经济1601,90.10,91.25,10.90,100,67.82/220,27/220,3/220,39/220,25/220,34/220,22/220,20,20,合格
280,1606050112,经济学院,经济学,经济1601,90.30,91.19,10.38,100,67.78/220,24/220,4/220,20/220,19/220,34/220,22/220,16,16,合格
281,1602010322,经济学院,经济学,经济1603,91.94,93.31,7.32,100,67.76/220,14/220,11/220,20/220,25/220,23/220,11/220,13,13,合格
282,1602010320,经济学院,经济学,经济1603,94.29,94.87,2.60,100,67.64/220,2/220,37/220,15/220,25/220,13/220,22/220,15,15,合格
283,1602040111,经济学院,经济学,经济1601,92.76,93.44,4.15,100,67.26/220,8/220,11/220,80/220,25/220,19/220,22/220,18,18,合格
284,1602010410,经济学院,经济学,经济1604,91.47,91.64,6.50,100,67.26/220,18/220,9/220,39/220,19/220,34/220,13/220,14,14,合格
285,1604000503,经济学院,经济学,经济1603,92.95,92.86,3.45,100,67.16/220,5/220,37/220,6/220,7/220,34/220,22/220,14,14,合格
286,1602010430,经济学院,经济学,经济1604,92.82,93.11,3.00,100,66.95/220,7/220,37/220,5/220,25/220,34/220,22/220,19,19,合格
287,1602010408,经济学院,经济学,经济1604,92.25,93.27,3.15,100,66.68/220,11/220,23/220,35/220,25/220,20/220,19/220,15,15,合格
288,1602010422,经济学院,经济学,经济1604,91.35,91.67,4.70,100,66.65/220,20/220,37/220,79/220,19/220,24/220,3/220,15,15,合格
289,1611080203,经济学院,经济学,经济1604,92.14,89.18,3.20,100,66.64/220,12/220,23/220,36/220,7/220,34/220,22/220,17,16,合格
290,1602010344,经济学院,经济学,经济1603,89.59,90.43,7.72,100,66.59/220,34/220,11/220,4/220,25/220,12/220,22/220,14,14,合格
291,201513010142,经济学院,经济学,经济1601,92.50,92.80,2.25,100,66.55/220,9/220,37/220,8/220,25/220,34/220,22/220,5,5,合格
292,1602010426,经济学院,经济学,经济1604,90.82,90.58,4.10,100,66.18/220,21/220,37/220,3/220,25/220,29/220,22/220,12,12,合格
293,1602010148,经济学院,经济学,经济1601,89.84,90.67,5.00,100,65.91/220,31/220,11/220,20/220,25/220,34/220,22/220,12,12,合格
294,1602010413,经济学院,经济学,经济1604,88.91,88.92,6.58,100,65.87/220,44/220,27/220,18/220,15/220,1/220,17/220,12,12,合格
295,1602010432,经济学院,经济学,经济1604,92.41,92.23,0.00,100,65.83/220,10/220,37/220,80/220,25/220,34/220,22/220,13,13,合格
296,1602010325,经济学院,经济学,经济1603,91.49,92.33,1.50,100,65.77/220,17/220,37/220,20/220,25/220,34/220,22/220,15,15,合格
297,1602010120,经济学院,经济学,经济1601,91.59,92.00,1.15,100,65.72/220,16/220,37/220,39/220,25/220,24/220,22/220,12,12,合格
298,1602010211,经济学院,经济学,经济1602,88.08,89.07,7.25,100,65.62/220,49/220,5/220,12/220,25/220,24/220,22/220,15,15,合格
299,1602010213,经济学院,经济学,经济1602,89.57,89.22,4.20,100,65.52/220,35/220,9/220,80/220,25/220,34/220,22/220,18,18,合格
300,1602010412,经济学院,经济学,经济1604,91.75,92.67,0.12,100,65.50/220,15/220,37/220,80/220,25/220,34/220,19/220,18,18,合格
301,1602010304,经济学院,经济学,经济1603,89.32,90.64,4.30,100,65.42/220,38/220,18/220,80/220,25/220,6/220,22/220,11,11,合格
302,1602010242,经济学院,经济学,经济1602,91.43,92.13,0.35,100,65.39/220,19/220,34/220,80/220,25/220,34/220,22/220,16,16,合格
303,1602010230,经济学院,经济学,经济1602,90.30,91.00,2.25,100,65.34/220,24/220,37/220,8/220,25/220,34/220,22/220,15,15,合格
304,1602010424,经济学院,经济学,经济1604,90.53,90.00,1.58,100,65.27/220,23/220,37/220,39/220,19/220,24/220,19/220,12,12,合格
305,1602010309,经济学院,经济学,经济1603,88.86,90.20,3.82,100,65.02/220,45/220,19/220,39/220,25/220,34/220,18/220,15,15,合格
306,1602010429,经济学院,经济学,经济1604,90.79,91.55,0.00,100,64.93/220,22/220,37/220,80/220,25/220,34/220,22/220,11,11,合格
307,1602010110,经济学院,经济学,经济1601,88.15,89.35,4.70,100,64.89/220,48/220,37/220,39/220,10/220,2/220,13/220,20,20,合格
308,1602010434,经济学院,经济学,经济1604,89.83,89.91,1.50,100,64.86/220,32/220,37/220,20/220,25/220,34/220,22/220,11,11,合格
309,1602010237,经济学院,经济学,经济1602,90.03,89.87,1.05,100,64.83/220,29/220,27/220,80/220,25/220,34/220,22/220,15,15,合格
310,1602010209,经济学院,经济学,经济1602,89.00,90.13,2.50,100,64.70/220,43/220,37/220,80/220,25/220,34/220,6/220,16,16,合格
311,1602010231,经济学院,经济学,经济1602,89.95,90.41,0.75,100,64.70/220,30/220,37/220,39/220,25/220,34/220,22/220,17,17,合格
312,1602010427,经济学院,经济学,经济1604,85.12,87.50,9.48,100,64.66/220,105/220,5/220,12/220,25/220,34/220,5/220,14,14,合格
313,1604070208,经济学院,经济学,经济1601,90.24,90.82,0.00,100,64.63/220,26/220,37/220,80/220,25/220,34/220,22/220,17,17,合格
314,1602010137,经济学院,经济学,经济1601,90.08,90.19,0.00,100,64.54/220,28/220,37/220,80/220,25/220,34/220,22/220,16,16,合格
315,1602010146,经济学院,经济学,经济1601,87.90,88.64,3.75,100,64.47/220,52/220,27/220,32/220,3/220,34/220,22/220,11,11,合格
316,1602010337,经济学院,经济学,经济1603,89.26,90.00,1.05,100,64.41/220,41/220,27/220,80/220,25/220,34/220,22/220,12,12,合格
317,1602010423,经济学院,经济学,经济1604,89.82,91.00,0.00,100,64.40/220,33/220,37/220,80/220,25/220,34/220,22/220,14,14,合格
318,1602010401,经济学院,经济学,经济1604,87.38,88.82,4.40,100,64.38/220,68/220,11/220,80/220,5/220,34/220,22/220,11,11,合格
319,1602010330,经济学院,经济学,经济1603,86.28,88.08,6.35,100,64.36/220,82/220,37/220,76/220,1/220,7/220,6/220,13,13,合格
320,1602010342,经济学院,经济学,经济1603,87.64,89.50,3.82,100,64.35/220,64/220,25/220,11/220,15/220,29/220,22/220,14,14,合格
321,1602010215,经济学院,经济学,经济1602,89.31,89.00,0.40,100,64.24/220,39/220,37/220,80/220,25/220,24/220,22/220,12,12,合格
322,1602010438,经济学院,经济学,经济1604,89.11,88.93,0.75,100,64.24/220,42/220,37/220,39/220,25/220,34/220,22/220,14,14,合格
323,1602010437,经济学院,经济学,经济1604,89.39,90.14,0.00,100,64.16/220,37/220,37/220,80/220,25/220,34/220,22/220,14,14,合格
324,1602010321,经济学院,经济学,经济1603,89.29,90.00,0.00,100,64.11/220,40/220,37/220,80/220,25/220,34/220,22/220,14,14,合格
325,1602010221,经济学院,经济学,经济1602,83.45,85.33,10.05,100,63.91/220,127/220,37/220,39/220,25/220,4/220,1/220,15,15,合格
326,1602010302,经济学院,经济学,经济1603,87.55,88.08,2.50,100,63.90/220,65/220,37/220,80/220,25/220,34/220,6/220,13,13,合格
327,1602010126,经济学院,经济学,经济1601,88.42,88.54,0.75,100,63.86/220,46/220,37/220,39/220,25/220,34/220,22/220,13,13,合格
328,1602010316,经济学院,经济学,经济1603,87.70,88.92,2.05,100,63.85/220,63/220,25/220,39/220,24/220,34/220,22/220,12,12,合格
329,1602010329,经济学院,经济学,经济1603,87.79,89.00,1.75,100,63.81/220,57/220,37/220,39/220,25/220,9/220,22/220,13,13,合格
330,1602010411,经济学院,经济学,经济1604,87.81,89.07,1.50,100,63.75/220,56/220,37/220,20/220,25/220,34/220,22/220,15,15,合格
331,1602010206,经济学院,经济学,经济1602,87.79,88.53,1.50,100,63.73/220,57/220,37/220,20/220,25/220,34/220,22/220,19,19,合格
332,1602010227,经济学院,经济学,经济1602,88.32,88.94,0.45,100,63.71/220,47/220,37/220,76/220,25/220,34/220,22/220,17,17,合格
333,1602010407,经济学院,经济学,经济1604,88.00,89.38,1.00,100,63.70/220,51/220,37/220,80/220,25/220,9/220,22/220,13,13,合格
334,1602010235,经济学院,经济学,经济1602,86.44,87.36,3.25,100,63.52/220,80/220,19/220,80/220,25/220,13/220,22/220,14,14,合格
335,1602010236,经济学院,经济学,经济1602,87.76,88.07,0.75,100,63.49/220,59/220,37/220,39/220,25/220,34/220,22/220,14,14,合格
336,1602010239,经济学院,经济学,经济1602,87.89,88.33,0.50,100,63.49/220,53/220,37/220,80/220,25/220,20/220,22/220,15,15,合格
337,1602010319,经济学院,经济学,经济1603,81.27,83.78,12.42,100,63.42/220,155/220,7/220,7/220,25/220,5/220,2/220,19,18,合格
338,1602010328,经济学院,经济学,经济1603,87.26,87.47,1.20,100,63.35/220,70/220,37/220,32/220,25/220,34/220,22/220,15,15,合格
339,1602010442,经济学院,经济学,经济1604,87.82,89.21,0.00,100,63.30/220,55/220,37/220,80/220,25/220,34/220,22/220,14,14,合格
340,1602010314,经济学院,经济学,经济1603,87.75,88.00,0.00,100,63.26/220,61/220,37/220,80/220,25/220,34/220,22/220,12,12,合格
341,1602010445,经济学院,经济学,经济1604,87.71,87.85,0.00,100,63.24/220,62/220,37/220,80/220,25/220,34/220,22/220,13,13,合格
342,1602010244,经济学院,经济学,经济1602,85.95,85.44,3.18,100,63.23/220,90/220,37/220,39/220,4/220,34/220,12/220,18,18,合格
343,1610030115,经济学院,经济学,经济1603,87.29,88.43,0.75,100,63.23/220,69/220,37/220,39/220,25/220,34/220,22/220,14,14,合格
344,1602010414,经济学院,经济学,经济1604,87.13,87.81,0.75,100,63.15/220,73/220,37/220,39/220,25/220,34/220,22/220,16,16,合格
345,1602010136,经济学院,经济学,经济1601,84.16,86.40,6.05,100,63.10/220,117/220,8/220,20/220,25/220,34/220,22/220,15,15,合格
346,1602010105,经济学院,经济学,经济1601,86.38,87.50,1.57,100,62.98/220,81/220,27/220,80/220,12/220,34/220,22/220,12,12,合格
347,1602010222,经济学院,经济学,经济1602,87.15,88.43,0.00,100,62.93/220,72/220,37/220,80/220,25/220,34/220,22/220,14,14,合格
348,1602010443,经济学院,经济学,经济1604,86.68,86.67,0.75,100,62.90/220,75/220,37/220,39/220,25/220,34/220,22/220,15,15,合格
349,1602010439,经济学院,经济学,经济1604,86.51,86.93,0.75,100,62.81/220,78/220,37/220,39/220,25/220,34/220,22/220,15,15,合格
350,1602010115,经济学院,经济学,经济1601,84.81,84.62,3.78,100,62.78/220,111/220,21/220,20/220,12/220,34/220,22/220,13,13,合格
351,1602010334,经济学院,经济学,经济1603,86.74,88.64,0.00,100,62.71/220,74/220,37/220,80/220,25/220,34/220,22/220,14,14,合格
352,1602010331,经济学院,经济学,经济1603,86.03,86.81,1.20,100,62.68/220,87/220,37/220,32/220,25/220,34/220,22/220,16,16,合格
353,1602010315,经济学院,经济学,经济1603,86.19,87.77,0.75,100,62.63/220,83/220,37/220,39/220,25/220,34/220,22/220,13,13,合格
354,1602010246,经济学院,经济学,经济1602,86.45,86.67,0.00,100,62.55/220,79/220,37/220,80/220,25/220,34/220,22/220,12,12,合格
355,1602010306,经济学院,经济学,经济1603,85.72,86.00,1.35,100,62.55/220,95/220,37/220,31/220,25/220,34/220,22/220,14,14,合格
356,1602010446,经济学院,经济学,经济1604,86.00,87.50,0.75,100,62.53/220,88/220,37/220,39/220,25/220,34/220,22/220,18,18,合格
357,1602010347,经济学院,经济学,经济1603,84.91,86.33,2.60,100,62.48/220,110/220,37/220,16/220,15/220,20/220,22/220,18,18,合格
358,1602010131,经济学院,经济学,经济1601,85.19,86.67,1.95,100,62.44/220,103/220,37/220,80/220,25/220,3/220,22/220,15,15,合格
359,1602010418,经济学院,经济学,经济1604,86.00,87.58,0.45,100,62.44/220,88/220,37/220,76/220,25/220,34/220,22/220,12,12,合格
360,1602010338,经济学院,经济学,经济1603,86.06,82.29,0.00,100,62.33/220,85/220,37/220,80/220,25/220,34/220,22/220,14,13,合格
