序号,学号,性别,民族,学院,专业,班级,荣誉级别,荣誉类型,荣誉名称,颁奖单位,获得荣誉时间
192,201821040206,女,汉族,法学院,法学类,法1816,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-01
193,1604000144,男,彝族,法学院,法学,法1601,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
194,201821060217,男,汉族,会计学院（会计硕士专业学位教育中心）,国际会计（中澳班）,国会1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-01
195,201821030149,男,汉族,金融学院,金融学类,金融1805,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
196,1603100117,女,汉族,金融学院,房地产开发与管理,房产1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
197,201721040265,男,汉族,法学院,法学,民商1701,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-23
198,1603010216,女,汉族,金融学院,金融学,金融1602,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
199,1601040105,男,汉族,哲学院,社会学,社会1601,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2018-11-12
200,1609010148,男,汉族,统计与数学学院,信息与计算科学,信科1601,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
201,201821100126,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
202,1604000906,女,汉族,法学院,法学,法1609,院级,团学先进个人,法学院-年度综合表彰-个人荣誉称号,法学院,2018-12-20
203,201821030244,女,汉族,金融学院,金融学类,金融1806,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
204,1601020132,女,汉族,哲学院,国际政治,国政1601,院级,团学先进个人,哲学院-年度表彰-优秀个人,哲学院,2018-12-01
205,201721020047,男,汉族,经济学院,经济学,经济1704,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-04
206,1604000906,女,汉族,法学院,法学,法1609,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
207,1605050117,男,汉族,刑事司法学院,侦查学,职侦1601,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
208,201821030306,男,土家族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
209,201821080319,男,土家族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-06
210,1611000228,女,汉族,外国语学院,英语,英语1602,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-05
211,1606040243,男,汉族,工商管理学院,工商管理,工商1602,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-05-20
212,1606100114,男,汉族,工商管理学院,物流管理,物管1601,校级,优秀学生组织主要负责人,优秀社团负责人,共青团中南财经政法大学委员会,2019-05-04
213,1604000737,女,汉族,法学院,法学,法1607,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
214,201821130037,女,汉族,信息与安全工程学院,计算机类,信息1804,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-04
215,201821090082,女,汉族,统计与数学学院,统计学类,统计1802,院级,优秀学生组织主要负责人,红旗团支部,各学院,2019-05-04
216,201721100214,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
217,201721020152,女,汉族,经济学院,经济学,经济1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-02-01
218,201721100100,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
219,201721120147,男,汉族,新闻与文化传播学院,新闻学,新闻1701,校级,团学先进个人,优秀大学生艺术团团员,共青团中南财经政法大学委员会,2019-05-04
220,1611000125,女,汉族,外国语学院,英语,英语1601,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
221,1608010115,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1601,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
222,201821020234,女,汉族,经济学院,国际商务,国商1801,院级,团学先进个人,优秀学生干事,各学院团委,2019-05-11
223,1602010131,女,汉族,经济学院,经济学,经济1601,院级,优秀学生组织主要负责人,先进集体（班级）,各学院（综合表彰）,2019-05-27
224,201821040576,女,汉族,法学院,法学类,法1810,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
225,201721050065,男,汉族,刑事司法学院,治安学,治安1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
226,201721110024,男,汉族,外国语学院,日语,日语1702,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
227,1604000304,女,汉族,法学院,法学（卓越）,卓越1601,院级,团学先进个人,校大运会院级综合表彰,各学院,2018-11-11
228,201721090242,男,汉族,统计与数学学院,金融数学,金数1701,院级,优秀学生组织主要负责人,统计与数学学院-综合表彰之优秀集体,统计与数学学院,2019-05-04
229,201821050171,男,汉族,刑事司法学院,公安学类,公安1802,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
230,201721110015,女,汉族,外国语学院,英语,英语1704,院级,优秀学生组织主要负责人,先进集体（班级）,各学院（综合表彰）,2019-05-28
231,201721040013,女,汉族,法学院,法学,法制1702,院级,团学先进个人,校运会院级综合表彰,各学院,2018-11-01
232,1610020101,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-04
233,1609030136,男,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-06
234,201821040432,女,汉族,法学院,法学类,法1812,校级,团学先进个人,优秀大学生艺术团团员,共青团中南财经政法大学委员会,2019-05-04
235,201721060282,女,汉族,工商管理学院,国际经济与贸易,国贸1701,院级,团学先进个人,校运会院级综合表彰,各学院,2018-10-10
236,201721040475,男,汉族,法学院,法学,民商1701,院级,团学先进个人,优秀新闻工作者,法学院,2019-03-02
237,1623020406,女,汉族,中韩新媒体学院,电影学（影像）,影像1604,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
238,201721080113,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-01
239,201721070032,男,汉族,财政税务学院,税收学,税务1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
240,201821070124,女,汉族,财政税务学院,财政学类,财政1803,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
241,201721110079,女,汉族,法学院,法学,民商1702,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-05-20
242,201821070058,男,汉族,财政税务学院,财政学类,财政1803,院级,团学先进个人,综合表彰之优秀学生,各学院,2018-05-15
243,201721020263,女,汉族,经济学院,经济学,经济1702,校级,团学先进个人,优秀学生通讯员,中南财经政法大学党委宣传部,2019-09-05
244,1605030113,男,汉族,刑事司法学院,侦查学,职侦1601,院级,团学先进个人,刑事司法学院年度表彰之年度人物,共青团刑事司法学院委员会,2018-12-20
245,201821030113,男,汉族,金融学院,管理科学与工程类,管工1801,院级,团学先进个人,金融学院-五四表彰-个人荣誉称号,金融学院,2019-05-20
246,201721050045,女,汉族,刑事司法学院,边防管理,边管1701,校级,团学先进个人,最美团支书,共青团中南财经政法大学委员会,2019-05-04
247,1610010115,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1601,校级,团学先进个人,模范团干,共青团中南财经政法大学委员会,2019-05-04
248,201821050051,男,汉族,刑事司法学院,公安学类,公安1803,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-04
249,201821040063,男,汉族,法学院,法学类,法1809,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-06-16
250,201721050176,男,汉族,刑事司法学院,侦查学,职侦1701,校级,团学先进个人,社团活动先进个人,共青团中南财经政法大学委员会,2019-05-04
251,201721100050,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,院级,团学先进个人,优秀心理工作者（优秀个人）,各学院,2018-12-31
252,201821250079,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1804,校级,团学先进个人,优秀（先锋）共青团员,共青团中南财经政法大学委员会,2019-05-04
253,1608020218,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1602,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-25
254,1612040125,女,满族,新闻与文化传播学院,网络与新媒体,网媒1601,院级,团学先进个人,综合表彰之优秀（先锋）共青团员,各学院,2019-05-09
255,1602040235,女,汉族,经济学院,国际商务,国商1602,校级,团学先进个人,优秀共青团员,共青团中南财经政法大学委员会,2019-05-07
256,201821070118,女,汉族,财政税务学院,财政学类,财政1804,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-05-04
257,201721040720,女,汉族,法学院,法学,法1709,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
258,201721040582,男,汉族,法学院,法学,法1703,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2019-05-04
259,201721110124,男,汉族,外国语学院,英语,英语1703,校级,团学先进个人,党校党员发展对象培训优秀学员,中共中南财经政法大学委员会党校,2019-05-19
260,201721030368,女,汉族,金融学院,工程造价,造价1701,校级,优秀学生干部,优秀学生干部,共青团中南财经政法大学委员会,2019-05-04
261,201821080035,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级,团学先进个人,优秀（先锋）共青团员,各学院（综合表彰）,2019-05-16
262,201721090164,女,汉族,统计与数学学院,信息与计算科学,信科1701,校级,优秀学生组织主要负责人,红旗团支部,共青团中南财经政法大学委员会,2019-06-01
263,201721320004,女,汉族,文澜学院,经济管理试验班,经管1701,院级,优秀学生干部,优秀学生干部,各学院（综合表彰）,2019-06-05
264,1604000808,女,汉族,法学院,法学,法1608,院级,团学先进个人,法学院-五四表彰-个人荣誉称号,法学院,2018-12-01
