id,number,gender,nation,academy,profession,class,social_practice_level,award_level,award_name,organization,award_type,award_date
174,1602040107,男,汉族,经济学院,国际商务,国商1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2018-07-08
175,201721060123,女,汉族,工商管理学院,贸易经济,贸经1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-07
176,1609040117,男,汉族,信息与安全工程学院,电子商务（技术）,商务1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-20
177,1604070226,女,汉族,法学院,法学,外法1602,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-09-30
178,201721070203,男,汉族,财政税务学院,税收学,税务1703,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-01
179,201721320013,女,汉族,文澜学院,经济管理试验班,经管1701,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-07
180,201821100077,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-31
181,201721100176,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共事业管理,公管1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-10-18
182,1623020436,女,汉族,中韩新媒体学院,电影学（影像）,影像1604,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-20
183,201821100260,女,苗族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-08
184,1605010138,女,汉族,刑事司法学院,侦查学,侦查1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-12-06
185,1613010109,男,汉族,信息与安全工程学院,安全工程,安全1601,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-01
186,1603080242,女,汉族,金融学院,投资学,投资1602,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-31
187,1606020138,男,汉族,工商管理学院,贸易经济,贸经1601,院级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-03-01
188,201721130178,男,回族,经济学院,国际商务（中法）,国商1703,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-02
189,1607010130,女,汉族,财政税务学院,财政学,财政1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-31
190,201821130192,男,汉族,信息与安全工程学院,计算机类,信息1804,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
191,201821080036,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-18
192,1611080209,女,汉族,外国语学院,商务英语,商英1602,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-15
193,201821030191,男,汉族,金融学院,金融学类,金融1807,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-02-20
194,201821040278,女,土家族,法学院,法学类,法1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-20
195,201721060379,女,汉族,工商管理学院,工商管理,工商1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-26
196,201721040528,女,汉族,法学院,法学,外法1702,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2019-01-04
197,201821320008,男,汉族,文澜学院,经济管理试验班,经管1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-01
198,201821040562,女,汉族,法学院,法学（中美）,国法1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-05
199,201821040211,女,汉族,法学院,法学类,法1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-21
200,1608020133,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-06
201,201721250159,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1702,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-26
202,201721060448,女,汉族,工商管理学院,人力资源管理,人力1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-06
203,1607010214,女,汉族,财政税务学院,财政学,财政1602,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-07
204,201821110078,女,汉族,外国语学院,外国语言文学类,英语1805,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-08
205,1606020102,女,汉族,工商管理学院,贸易经济,贸经1601,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-09-21
206,201721130123,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-30
207,201821100263,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-03-05
208,1607030121,女,汉族,财政税务学院,税收学,税务1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-06
209,201721130192,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-07-31
210,1613030135,女,汉族,财政税务学院,财政学,财政1603,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-08
211,201821110112,男,汉族,外国语学院,法语,法语1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-04
212,1605030121,女,汉族,刑事司法学院,边防管理,边管1601,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2018-12-06
213,201821320007,女,汉族,文澜学院,经济管理试验班,经管1801,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-03-08
214,201821040659,女,汉族,法学院,法学类,法1809,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-02-22
215,201721110216,女,汉族,外国语学院,英语,英语1703,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-28
216,1603080149,女,白族,金融学院,投资学,投资1601,院级,社会实践团队,社会实践“优秀团队”,各学院分团委,团体,2018-12-17
217,1606020119,男,回族,工商管理学院,贸易经济,贸经1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-01
218,201721080259,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-27
219,1604001039,女,汉族,法学院,法学,法1610,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2018-12-07
220,1606060129,女,汉族,工商管理学院,人力资源管理,人力1601,校级,社会实践团队,社会实践“优秀团队”,共青团中南财经政法大学委员会,团体,2018-12-20
221,201821130278,女,汉族,信息与安全工程学院,计算机类,信息1801,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2019-08-20
222,201821040090,女,汉族,法学院,法学类,法1802,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2019-09-22
223,201721030020,女,汉族,金融学院,保险学（精算）,保精1701,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,团体,2019-06-19
224,201721110084,女,汉族,外国语学院,英语,英语1701,国家级,社会实践先进个人,“公益未来·SAP青年责任梦想+”大赛,中国扶贫基金会(总决赛),团体,2018-12-04
225,201721040626,女,汉族,法学院,法学（卓越）,卓越1701,院级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-05-30
226,1606050228,女,汉族,工商管理学院,市场营销,市营1602,校级,社会实践团队,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,团体,2018-04-01
227,201821060110,男,汉族,工商管理学院,经济与贸易类,经贸1801,校级,社会实践先进个人,寒暑假返乡大学生志愿服务行动,共青团中南财经政法大学委员会,个体,2018-05-25
228,201721100229,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级,社会实践调查报告,社会实践“优秀成果”,共青团中南财经政法大学委员会,团体,2019-04-08
229,201821070046,女,汉族,财政税务学院,财政学类,财政1803,院级,其他（参加活动但未获奖）,其他（见附件）,其他（见附件）,个体,2018-11-28
230,201721080226,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-01
231,201721100229,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级,社会实践先进个人,社会实践“先进个人”,共青团中南财经政法大学委员会,个体,2019-04-08
